llm,id,dataset,prompt,similarity
gemini,1455374,facebook,SG,0.9796217035664515
gemini,1447197,facebook,SG,0.975669386254232
gemini,1439238,facebook,SG,0.9743332743359784
gemini,1415063,facebook,SG,0.9710435324441706
gemini,1428400,facebook,SG,0.9226811125064938
gemini,1442495,facebook,SG,0.9411807494697405
gemini,1445616,facebook,SG,0.9406661224043037
gemini,1452679,facebook,SG,0.9298013005167682
gemini,1422056,facebook,SG,0.9390857404334817
gemini,1428100,facebook,SG,0.9796792188356953
gemini,1451383,facebook,SG,0.981801193791902
gemini,1428893,facebook,SG,0.9322396679980836
gemini,1418739,facebook,SG,0.9663330874763167
gemini,1435320,facebook,SG,0.9912015599137523
gemini,1444788,facebook,SG,0.958359770444976
gemini,1397835,facebook,SG,0.9747221477453069
gemini,1426682,facebook,SG,0.9781850954296111
gemini,1453921,facebook,SG,0.9680320936172084
gemini,1433557,facebook,SG,0.9713721955558564
gemini,1428151,facebook,SG,0.9831537099889465
gemini,1449553,facebook,SG,0.9757023221909795
gemini,1403717,facebook,SG,0.9635164874243969
gemini,1418279,facebook,SG,0.9509251033390439
gemini,1412930,facebook,SG,0.9848270932017005
gemini,1423687,facebook,SG,0.9615787408292827
gemini,1393970,facebook,SG,0.9817003662468782
gemini,1429815,facebook,SG,0.8753994613309999
gemini,1437282,facebook,SG,0.9788721468822341
gemini,1403599,facebook,SG,0.9337391135844632
gemini,1435038,facebook,SG,0.8952815861370877
gemini,1266343,facebook,SG,0.9712011398002554
gemini,1439122,facebook,SG,0.9816568110332602
gemini,1417610,facebook,SG,0.9607021317830812
gemini,1444363,facebook,SG,0.9706640550669494
gemini,1427091,facebook,SG,0.9711578967352621
gemini,1421911,facebook,SG,0.9911455309757663
gemini,1435944,facebook,SG,0.9347351434719887
gemini,1444226,facebook,SG,0.9862254076364789
gemini,1457002,facebook,SG,0.9170972337050934
gemini,1419279,facebook,SG,0.9147180812105874
gemini,1438438,facebook,SG,0.9587273394826733
gemini,1430362,facebook,SG,0.9759151252796608
gemini,1415397,facebook,SG,0.9824597297086086
gemini,1400822,facebook,SG,0.9650758620418705
gemini,1416507,facebook,SG,0.960491229362047
gemini,1455828,facebook,SG,0.9630581309016132
gemini,1400715,facebook,SG,0.9372752666672374
gemini,1418608,facebook,SG,0.9796849924052007
gemini,1420298,facebook,SG,0.9760821899240621
gemini,1448959,facebook,SG,0.9821729849526931
gemini,1415491,facebook,SG,0.9841168057851533
gemini,1422692,facebook,SG,0.9489120312125501
gemini,1438022,facebook,SG,0.9669544461250466
gemini,1452699,facebook,SG,0.9256424045046965
gemini,1447923,facebook,SG,0.9433492497022581
gemini,1449588,facebook,SG,0.9757648828607349
gemini,1422198,facebook,SG,0.9648557514312138
gemini,1399601,facebook,SG,0.943320016097289
gemini,1424378,facebook,SG,0.9684456989711764
gemini,1402555,facebook,SG,0.9669779044151555
gemini,1415499,facebook,SG,0.9762599002472765
gemini,1399934,facebook,SG,0.9544048294202027
gemini,1447163,facebook,SG,0.9784874502036023
gemini,1449873,facebook,SG,0.9723526887303096
gemini,1423686,facebook,SG,0.9564980060209729
gemini,1450258,facebook,SG,0.9571822461635975
gemini,1439146,facebook,SG,0.9693432225542407
gemini,1424933,facebook,SG,0.9687270975945422
gemini,1393029,facebook,SG,0.962712789571041
gemini,1424850,facebook,SG,0.9873368168420755
gemini,1404875,facebook,SG,0.9530803261424368
gemini,1432468,facebook,SG,0.9355701595404984
gemini,1415589,facebook,SG,0.9527812580340557
gemini,1451400,facebook,SG,0.9786963064535454
gemini,1455483,facebook,SG,0.9694763392646841
gemini,1444991,facebook,SG,0.9634189239618621
gemini,1393378,facebook,SG,0.982751538454063
gemini,1416772,facebook,SG,0.9823235177912809
gemini,1422441,facebook,SG,0.9310935485860763
gemini,1436954,facebook,SG,0.9350049616703132
gemini,1412564,facebook,SG,0.9718158594202624
gemini,1429236,facebook,SG,0.9780801159508007
gemini,1457545,facebook,SG,0.9855086765389731
gemini,1457284,facebook,SG,0.9510210260560813
gemini,1392786,facebook,SG,0.9912936890563211
gemini,1416485,facebook,SG,0.9841830172609985
gemini,1432760,facebook,SG,0.9106737076657537
gemini,1456764,facebook,SG,0.9805198630913567
gemini,1439296,facebook,SG,0.9765502438810075
gemini,1452268,facebook,SG,0.9525975600418792
gemini,1402759,facebook,SG,0.9765390486490064
gemini,1441114,facebook,SG,0.8485629345893501
gemini,1430552,facebook,SG,0.9723298142360772
gemini,1429714,facebook,SG,0.9576928417678978
gemini,1448253,facebook,SG,0.970311136491405
gemini,1394010,facebook,SG,0.937097252155607
gemini,1436010,facebook,SG,0.9758404734503803
gemini,1453994,facebook,SG,0.9446865149559749
gemini,1429477,facebook,SG,0.9659021281927683
gemini,1437128,facebook,SG,0.9715356164627451
gemini,1452847,facebook,SG,0.9650460370593774
gemini,1439264,facebook,SG,0.9495765518406658
gemini,1425990,facebook,SG,0.9598583546203311
gemini,1444798,facebook,SG,0.9703819694081351
gemini,1425013,facebook,SG,0.9819992988083273
gemini,1457024,facebook,SG,0.9822703969102021
gemini,1439771,facebook,SG,0.9162249004486842
gemini,1442352,facebook,SG,0.9765316075413453
gemini,1428030,facebook,SG,0.951896270580679
gemini,1430880,facebook,SG,0.9400156532625309
gemini,1440502,facebook,SG,0.9828885941157373
gemini,1452134,facebook,SG,0.9794582399749006
gemini,1444013,facebook,SG,0.9810790550180756
gemini,1313300,facebook,SG,0.9574941485369546
gemini,1399147,facebook,SG,0.9804440506923328
gemini,1451403,facebook,SG,0.9423961653695653
gemini,1389976,facebook,SG,0.9703291997847819
gemini,1422048,facebook,SG,0.9344769848496423
gemini,1443242,facebook,SG,0.9696895123236533
gemini,193491,facebook,SG,0.9809910854818594
gemini,1426471,facebook,SG,0.9812105072461031
gemini,1416768,facebook,SG,0.9810790236012273
gemini,1406553,facebook,SG,0.9765040949125943
gemini,1456768,facebook,SG,0.9710208108917765
gemini,1395047,facebook,SG,0.9946683060418836
gemini,1413376,facebook,SG,0.9895378989836082
gemini,1421888,facebook,SG,0.9581006518923242
gemini,1429464,facebook,SG,0.9815413584507713
gemini,1427775,facebook,SG,0.9787675559945335
gemini,1450915,facebook,SG,0.9526130414676681
gemini,1424189,facebook,SG,0.9894728875209851
gemini,1429759,facebook,SG,0.9876795167297527
gemini,1419766,facebook,SG,0.9742257505379242
gemini,1447340,facebook,SG,0.9805808840935891
gemini,1402980,facebook,SG,0.9847822182012146
gemini,1447664,facebook,SG,0.969293868768758
gemini,1394198,facebook,SG,0.983859380228095
gemini,1423666,facebook,SG,0.9733877011888501
gemini,1442538,facebook,SG,0.970484631138562
gemini,1392821,facebook,SG,0.9745100165307534
gemini,1430231,facebook,SG,0.9339371411599207
gemini,1450674,facebook,SG,0.9699664990407111
gemini,1457342,facebook,SG,0.9740877357677695
gemini,1402415,facebook,SG,0.8646185774240729
gemini,1420656,facebook,SG,0.9764008696352737
gemini,1417854,facebook,SG,0.940473752669281
gemini,1458059,facebook,SG,0.9821106438352046
gemini,1397686,facebook,SG,0.9744558668907872
gemini,1400906,facebook,SG,0.9848378959338103
gemini,1411295,facebook,SG,0.9622424788434856
gemini,1453548,facebook,SG,0.9749617895149455
gemini,1451348,facebook,SG,0.9712141540345199
gemini,1420536,facebook,SG,0.9912254544428186
gemini,1415365,facebook,SG,0.9657048312056804
gemini,1435740,facebook,SG,0.9645636196488284
gemini,1436251,facebook,SG,0.9601363986862931
gemini,1446966,facebook,SG,0.9607691807296779
gemini,1452180,facebook,SG,0.945559048304196
gemini,1457989,facebook,SG,0.9686360057496433
gemini,1445466,facebook,SG,0.9744515375749109
gemini,1431247,facebook,SG,0.9132936336138566
gemini,1390787,facebook,SG,0.9449629156163066
gemini,1395499,facebook,SG,0.9529709891102002
gemini,1433352,facebook,SG,0.9868318139120357
gemini,1425704,facebook,SG,0.91408461683802
gemini,1446882,facebook,SG,0.97135259360978
gemini,1450954,facebook,SG,0.9550875603988522
gemini,1424638,facebook,SG,0.9625562430364527
gemini,1426978,facebook,SG,0.9745483749558796
gemini,1379899,facebook,SG,0.978146421701009
gemini,1424771,facebook,SG,0.97827278286193
gemini,1446169,facebook,SG,0.9297934211424764
gemini,1428452,facebook,SG,0.980447365232988
gemini,1420594,facebook,SG,0.9298651344685528
gemini,1444469,facebook,SG,0.9662028144597014
gemini,1457883,facebook,SG,0.974827954176642
gemini,1394701,facebook,SG,0.8784036161306429
gemini,1403531,facebook,SG,0.9654831774615886
gemini,1451267,facebook,SG,0.978967941086921
gemini,1427761,facebook,SG,0.9528036616911578
gemini,1445927,facebook,SG,0.960905537673477
gemini,1452126,facebook,SG,0.9807293576838654
gemini,1444318,facebook,SG,0.9577303991734323
gemini,1405585,facebook,SG,0.9923321293035487
gemini,1435402,facebook,SG,0.9846444284413347
gemini,1399675,facebook,SG,0.9861270480475464
gemini,1418146,facebook,SG,0.9279652939148499
gemini,1444374,facebook,SG,0.9739027014840607
gemini,1431526,facebook,SG,0.9786011745217518
gemini,1422145,facebook,SG,0.9890483496831971
gemini,1401328,facebook,SG,0.9421471697698197
gemini,1412238,facebook,SG,0.9681201087055727
gemini,1417586,facebook,SG,0.816108464097155
gemini,1422809,facebook,SG,0.964910337533763
gemini,1450526,facebook,SG,0.955771716060178
gemini,1430599,facebook,SG,0.9671832559205604
gemini,1426063,facebook,SG,0.9780271513564589
gemini,1445467,facebook,SG,0.9789771908054294
gemini,1452803,facebook,SG,0.9741977848908325
gemini,1452030,facebook,SG,0.9767668507385636
gemini,1430324,facebook,SG,0.9739467429907941
gemini,1456089,facebook,SG,0.9770619559805762
gemini,1422402,facebook,SG,0.984952084783003
gemini,1436952,facebook,SG,0.9820183013188197
gemini,1429832,facebook,SG,0.9775481782185901
gemini,1456784,facebook,SG,0.9634227535135547
gemini,1430866,facebook,SG,0.9186410873971769
gemini,1411808,facebook,SG,0.979937243657338
gemini,1394002,facebook,SG,0.9725285480358155
gemini,1449568,facebook,SG,0.9790560406429307
gemini,1443827,facebook,SG,0.9916573033616048
gemini,1411607,facebook,SG,0.9785665146566457
gemini,1396123,facebook,SG,0.8832181908717409
gemini,1432301,facebook,SG,0.9687950548315405
gemini,1405285,facebook,SG,0.9211403059288265
gemini,1413801,facebook,SG,0.9818995752977947
gemini,1430488,facebook,SG,0.9695961035634577
gemini,1447978,facebook,SG,0.9863710260952832
gemini,1457530,facebook,SG,0.9811363238945213
gemini,1392983,facebook,SG,0.929140439169402
gemini,1431708,facebook,SG,0.988462593757601
gemini,1423240,facebook,SG,0.9750807885019409
gemini,1415559,facebook,SG,0.9772582169764548
gemini,1443014,facebook,SG,0.9614078408590757
gemini,1445033,facebook,SG,0.9657020109681531
gemini,1446687,facebook,SG,0.9648441357688261
gemini,1449499,facebook,SG,0.9884659763197459
gemini,1431147,facebook,SG,0.9797681380333578
gemini,1442026,facebook,SG,0.8714720114272935
gemini,1425668,facebook,SG,0.9551132854501103
gemini,1397989,facebook,SG,0.969121285720082
gemini,1436150,facebook,SG,0.985407957999261
gemini,1425460,facebook,SG,0.9674754935246674
gemini,1432901,facebook,SG,0.9540460862716276
gemini,1443180,facebook,SG,0.9484360652234982
gemini,1405191,facebook,SG,0.969480914746094
gemini,1448621,facebook,SG,0.9784961010334742
gemini,1446877,facebook,SG,0.980125028366398
gemini,1450344,facebook,SG,0.9896909377786378
gemini,1452768,facebook,SG,0.989173953238389
gemini,1450699,facebook,SG,0.9565697085623005
gemini,1419654,facebook,SG,0.9885465948971288
gemini,1448055,facebook,SG,0.982821455488458
gemini,1444681,facebook,SG,0.9823448389232701
gemini,1423869,facebook,SG,0.9751336140614939
gemini,1396764,facebook,SG,0.9431650872604623
gemini,1424313,facebook,SG,0.8226784983823623
gemini,1425518,facebook,SG,0.9644315097883563
gemini,1454978,facebook,SG,0.9661270405467698
gemini,1441103,facebook,SG,0.9738231351867206
gemini,1450106,facebook,SG,0.9758653305618421
gemini,1447718,facebook,SG,0.9421708621377302
gemini,1439617,facebook,SG,0.9901573567621561
gemini,1426654,facebook,SG,0.9768436876010931
gemini,1424304,facebook,SG,0.9664115923658143
gemini,1425739,facebook,SG,0.9659159691536017
gemini,1274359,facebook,SG,0.9330185412710847
gemini,1428906,facebook,SG,0.9731225618448214
gemini,1436058,facebook,SG,0.9672589862360041
gemini,1449076,facebook,SG,0.9869870042208911
gemini,1414707,facebook,SG,0.9476821642488892
gemini,1438215,facebook,SG,0.983247092182539
gemini,1445759,facebook,SG,0.9752207860121658
gemini,1424563,facebook,SG,0.9642445930538673
gemini,1423340,facebook,SG,0.9821665213909829
gemini,1424964,facebook,SG,0.9842493173961455
gemini,1442458,facebook,SG,0.9680173513956651
gemini,1417770,facebook,SG,0.9746169552207748
gemini,1412622,facebook,SG,0.9602967046067679
gemini,1450026,facebook,SG,0.9442666760874581
gemini,1443940,facebook,SG,0.9343069814961031
gemini,1426765,facebook,SG,0.9826594439713741
gemini,1451054,facebook,SG,0.9424747915555325
gemini,1392460,facebook,SG,0.9782940765130412
gemini,1441012,facebook,SG,0.9419070294955837
gemini,1451839,facebook,SG,0.952467110556916
gemini,1444647,facebook,SG,0.9800088953334719
gemini,1444249,facebook,SG,0.9242540188194033
gemini,1437531,facebook,SG,0.9625407035560389
gemini,1443681,facebook,SG,0.9211987505677786
gemini,1417472,facebook,SG,0.9739864985592258
gemini,1451051,facebook,SG,0.9747587892412384
gemini,1414223,facebook,SG,0.97991238046515
gemini,1436323,facebook,R,0.9727161248813222
gemini,1411930,facebook,R,0.9661188521359403
gemini,1396404,facebook,R,0.9658640538962353
gemini,1406664,facebook,R,0.9502752083091288
gemini,1394578,facebook,R,0.9666631228417274
gemini,1421203,facebook,R,0.9658633327481326
gemini,1440868,facebook,R,0.9648610418739348
gemini,1450446,facebook,R,0.9408371613699564
gemini,1456474,facebook,R,0.94300599802268
gemini,1422883,facebook,R,0.9567489805263732
gemini,1436902,facebook,R,0.9439856543794765
gemini,1440787,facebook,R,0.9509477667574586
gemini,1452321,facebook,R,0.93514034041982
gemini,1397157,facebook,R,0.9683372489674114
gemini,1446226,facebook,R,0.971396714617202
gemini,1448648,facebook,R,0.9545731490275389
gemini,1442346,facebook,R,0.9281569321476184
gemini,1402397,facebook,R,0.9690585791019191
gemini,1430577,facebook,R,0.9524620961878493
gemini,1456795,facebook,R,0.9738331145887447
gemini,1449986,facebook,R,0.9465477666132595
gemini,1437618,facebook,R,0.9108756872294628
gemini,1443352,facebook,R,0.9802983343910758
gemini,1436816,facebook,R,0.9680707741924314
gemini,1446358,facebook,R,0.9443914631185728
gemini,1451904,facebook,R,0.9785830368193091
gemini,1431771,facebook,R,0.9704454845133864
gemini,1450799,facebook,R,0.9621017761542905
gemini,1454486,facebook,R,0.936298763777418
gemini,1423812,facebook,R,0.9143077890169087
gemini,1445428,facebook,R,0.9270292151394502
gemini,1455740,facebook,R,0.9381961096549575
gemini,1432327,facebook,R,0.9467840273771904
gemini,1436561,facebook,R,0.9668087230035637
gemini,1393893,facebook,R,0.9417756598622659
gemini,1276125,facebook,R,0.9690663741370609
gemini,1424264,facebook,R,0.944342037601116
gemini,1440262,facebook,R,0.9616353599410031
gemini,1291668,facebook,R,0.9585492282955416
gemini,1402211,facebook,R,0.8698200865610182
gemini,1447103,facebook,R,0.9391233699664552
gemini,1445031,facebook,R,0.9348731601959256
gemini,1451526,facebook,R,0.9568737581418014
gemini,1402991,facebook,R,0.9071798202379157
gemini,1407506,facebook,R,0.9630050950768814
gemini,1417795,facebook,R,0.9673688630192727
gemini,1455453,facebook,R,0.9605292501255627
gemini,1444783,facebook,R,0.9481652112382446
gemini,1447612,facebook,R,0.9868985364601699
gemini,1397849,facebook,R,0.9711166790247072
gemini,1458015,facebook,R,0.9809270647038628
gemini,1443111,facebook,R,0.932868850539944
gemini,1448262,facebook,R,0.9676953273478885
gemini,1436837,facebook,R,0.9786645727106292
gemini,1398793,facebook,R,0.8353500907690533
gemini,1435689,facebook,R,0.9515330405736016
gemini,1405844,facebook,R,0.9452598702084403
gemini,1418222,facebook,R,0.9590404089913336
gemini,1439124,facebook,R,0.9562311882305755
gemini,1427239,facebook,R,0.919696152416556
gemini,1426652,facebook,R,0.9472103166256622
gemini,1442111,facebook,R,0.9319089910460026
gemini,1412168,facebook,R,0.9686230328879413
gemini,1431353,facebook,R,0.9097311852182743
gemini,1448293,facebook,R,0.9483726505245456
gemini,1419946,facebook,R,0.9635550985812156
gemini,1393923,facebook,R,0.9425184186950788
gemini,1442618,facebook,R,0.845258034008543
gemini,1441128,facebook,R,0.9337765478038356
gemini,1423438,facebook,R,0.929911929244531
gemini,1393553,facebook,R,0.9601512366248258
gemini,1451687,facebook,R,0.939862490294849
gemini,1455083,facebook,R,0.9593941157199815
gemini,1417353,facebook,R,0.9394762504048703
gemini,1396333,facebook,R,0.9530237904177514
gemini,1451600,facebook,R,0.9374020488357729
gemini,1414142,facebook,R,0.9591714334136854
gemini,1182686,facebook,R,0.9647203956879129
gemini,1450441,facebook,R,0.8948003673955593
gemini,1455192,facebook,R,0.9362374746900717
gemini,1423238,facebook,R,0.9762395138874655
gemini,1431086,facebook,R,0.9666003359211921
gemini,1412858,facebook,R,0.8932509072619006
gemini,1043689,facebook,R,0.9537836301506015
gemini,1430719,facebook,R,0.9709355463994868
gemini,1439154,facebook,R,0.9060716687327971
gemini,1419705,facebook,R,0.8720692068382395
gemini,1452809,facebook,R,0.9799579235607176
gemini,1425266,facebook,R,0.9597428428126996
gemini,1443782,facebook,R,0.970170871367252
gemini,1413836,facebook,R,0.9592510787227672
gemini,1436437,facebook,R,0.9725096371843335
gemini,1439142,facebook,R,0.9066166609053061
gemini,1390740,facebook,R,0.9205727140225903
gemini,1422776,facebook,R,0.937554413135014
gemini,1422736,facebook,R,0.9679339038424192
gemini,1415674,facebook,R,0.966032135893623
gemini,1424716,facebook,R,0.9230210041708098
gemini,1447110,facebook,R,0.9501825017540648
gemini,1447355,facebook,R,0.9283567685477153
gemini,1411388,facebook,R,0.8859167914615778
gemini,1445390,facebook,R,0.9639167010178709
gemini,1425640,facebook,R,0.944016018796155
gemini,1442064,facebook,R,0.9691353635291942
gemini,1444003,facebook,R,0.9620669711719481
gemini,1442023,facebook,R,0.9442950184327221
gemini,1450004,facebook,R,0.9507424067591002
gemini,1392350,facebook,R,0.9549053977633992
gemini,1416978,facebook,R,0.9527297905991711
gemini,1423979,facebook,R,0.9476055990725526
gemini,1437332,facebook,R,0.9643055616106492
gemini,1430920,facebook,R,0.9276423737981421
gemini,1453068,facebook,R,0.9316650514576031
gemini,1428234,facebook,R,0.950534602032355
gemini,1421619,facebook,R,0.9284698225994165
gemini,1423334,facebook,R,0.9584506163686909
gemini,1446199,facebook,R,0.9618094650420248
